catalog_index	catalog	author	short	title	town	from	till	dissertation	cluster	cluster_idx	remove
2737	fennica	Gezelius, Georgius Martini	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius, kongl. hof-predik. och kyrkoh. vid Lillkyrka och Öby församl. i Nerike. Andra delen. I-R	Stockholm	1779	NA	NA	1	1	potentially remove
107132	kungliga	Gezelius, Georg	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius ... =Stockholm. 1-4. 1778-1787=	Stockholm	1779	NA	NA	1	2	
2738	fennica	Gezelius, Georgius Martini	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius, kongl. hof-predikant, contracts-prost och kyrkoherde vid Lillkyrka och Öby församlingar i Nerike. Tredje delen. S-Ö	Stockholm	1780	NA	NA	1	1	potentially remove
107133	kungliga	Gezelius, Georg	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius ... =Stockholm. 1-4. 1778-1787=	Stockholm	1780	NA	NA	1	2	
2741	fennica	Lewenhaupt, Adam Ludwig	Enwäldets skadeliga påfölgder och aggets 	Enwäldets skadeliga påfölgder och aggets bittra frugter, tydeligen afskildrade uti the berättelse, som sa. herr riks-rådet, generalen en chef och gouverneuren, högwälborne herr grefwe Adam Ludvic Leyonhufwud, uti thess fångenskap i Ryssland sammanfattat om alla thes tilstötte händelser, ifrån thes inträde uti fäderneslandets tjenst år 1700 then 5 julii, och til thes olyckeliga fångenskap i Ryssland år 1709 then 30 julii. Samt äfwen ock salige herr generalen Carl Creutz sanfärdiga berättelse om the Pultawiska actionen och accordet wid Dniepern. Altsammans sanningen til styrkio och uprättelse, samt then okunnoga allmänheten til tjenst, som härtildags famlat i mörkret om, hwad rättä orsaken wait til thenna Sweriges stora olycka, i dagsljuset framgifwit af en lagbunden frihets uprigtiga älskare och trogna Betjänt	Stockholm	1757	NA	NA	1	1	potentially remove
114982	kungliga	Lewenhaupt, Adam Ludwig	Enwäldets skadeliga påfölgder och aggets 	Enwäldets skadeliga påfölgder och aggets bittra frugter, tydeligen afskildrade uti then berättelse, som sal. herr riks-rådet ... Adam Ludvic Leyonhufwud, uti thes fångenskap i Ryszland sammanfattat om alla thes tilstötte händelser, ifrån thes inträde uti fäderneslandets tjenst år 1700 then 5 julii, och til thes olyckeliga fångenskap i Ryszland år 1709 then 30 julii. Samt äfwen ock salige herr generalen Carl Creutz sanfärdiga berättelse om then pultawiska actionen och accordet wid Dniepern. Altsammans sanningen til styrkio och uprättelse, samt then okunnoga allmänheten til tjenst, som härtildags famlat i mörkret om, hwad rätta orsaken warit til thenna Sweriges stora olycka, i dagsljuset framgifwit af en lagbunden frihets uprigtiga älskare och trogna Betjänt	Stockholm	1757	NA	NA	1	2	
2744	fennica	Messenius, Johannes	Joh. Messenii Berättelse om några 	Joh. Messenii Berättelse om några gamla och märkwärdiga Finlands handlingar, hwilken innehåller en krönika om inbyggarenas härkomst, bedrifter, gudstjenst, konungar, regenter och biskopar. Med swenska rim beskrefwen	Turku	1774	NA	NA	1	1	
112013	kungliga	Messenius, Johannes	Joh. Messenii Berättelse om några 	Joh. Messenii Berättelse om några gamla och märkwärdiga Finlands handlingar, hwilken innehåller en krönika om inbyggarenas härkomst, bedrifter, gudstjenst, konungar, regenter och biskopar, med swenska rim beskrefwen. Åbo tryckt hos Johan	Turku	1774	NA	NA	1	2	potentially remove
2746	fennica	Paine, Thomas	Menniskans rättigheter	Menniskans rättigheter	Stockholm	1792	NA	NA	1	1	potentially remove
302778	kungliga	Paine, Thomas	Menniskans rättigheter	Menniskans rättigheter	Stockholm	1792	NA	NA	1	2	
2749	fennica	Tuderus, Gabriel Johannis	Twå berättelser om lapparnes omwändelse 	Twå berättelser om lapparnes omwändelse ifrån deras fordna widskeppelser, och afguderi	Stockholm	1773	NA	NA	1	1	potentially remove
115580	kungliga	Tuderus, Gabriel	Twå berättelser om lapparnes omwändelse 	Twå berättelser om lapparnes omwändelse ifrån deras fordna widskeppelser, och afguderi./(Gabriel Tuderus. Thomas von Westen.) Stockholm, tryckt i kongl. finska boktryckeriet, på Joh. Arv. Carlbohms bekostnad. 1773	Stockholm	1773	NA	NA	1	2	
2751	fennica	NA	Upmuntran och råd til swenska 	Upmuntran och råd til swenska folket	Stockholm	1789	NA	NA	1	1	potentially remove
119883	kungliga	NA	Upmuntran och råd til swenska 	Upmuntran och råd til swenska folket, at afböja inbördes misznöjen, och at främja medborgerlig enighet i landet. Teknat af en gammal man och fäderneslandets wän. Öfwersändt den 9 januarii detta år, från Finland. Stockholm, tryckt hos	Stockholm	1789	NA	NA	1	2	
2753	fennica	åkerman, Rickard Abr	Tal i anledning af freden 	Tal i anledning af freden imellan Swerige och Ryssland, sluten d. 19 aug. 1790 på Werele slått, hållit för Ystads resp. borgerskap på stora Knut-salen sen 19 sept. 1790. Af Rickard Abr. Åkerman phil. mag. och collega scholae	Gothenburg	1790	NA	NA	1	1	potentially remove
134063	kungliga	åkerman, Richard Abraham	Tal i anledning af freden 	Tal i anledning af freden imellan Swerige och Ryssland, sluten d. 19 aug. 1790 på Werele slätt, hållit för Ystads resp. borgerskap på stora Knut-salen den 19 sept. 1790. Af Richard Abr. Åkerman ... Götheborg, tryckt hos Samuel Norberg	Gothenburg	1790	NA	NA	1	2	
2758	fennica	Lindebäck, Jacob	Tal, hållit vid högtidligheten i 	Tal, hållit vid högtidligheten i Åbo, den 3 april 1791	Turku	1791	NA	NA	1	1	
134067	kungliga	Lindebäck, Jacob	Tal, hållit vid högtidligheten i 	Tal, hållit vid högtidligheten i Åbo, den 3 april 1791. =Anon.= Åbo, tryckt i Frenckellska boktryckeriet	Turku	1791	NA	NA	1	2	potentially remove
2760	fennica	Mannerskantz, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref	Vaasa	1788	NA	NA	1	1	
15580	fennica	Mannerskantz, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref	Vaasa	1788	NA	NA	1	2	
100895	kungliga	Mannerskants, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref, angående åtskilliga stämplingar, samt hwad som händt wid Fredrikshamns belägring. Jämte en tilläggning i samma ämne, samt åtskilliga andra nyheter rörande kriget. =Anon=. Wasa, tryckt hos Georg	Vaasa	1788	NA	NA	1	3	potentially remove
2761	fennica	Mannerskantz, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref	Stockholm	1788	NA	NA	1	1	potentially remove
16250	fennica	Mannerskantz, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref, angående åtskilliga stämplingar, samt hwad som händt wid Fredrikshamns belägring. Jämte en tilläggning i samma ämne, samt åtskilliga andra nyheter rörande kriget. Och slutligen hr regements-pastorn Gustaf Engzells Ode wid hans maj:ts konungens höga möte med den nya kongl. fri-corpsen uti Carlstad	Stockholm	1788	NA	NA	1	2	potentially remove
16251	fennica	Mannerskantz, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref	Stockholm	1788	NA	NA	1	3	potentially remove
99194	kungliga	Mannerskants, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommet bref, angående åtskilliga stämplingar, samt hwad som händt wid Fredrikshamns belägring. Jämte en tilläggning i samma ämne, samt åtskilliga andra nyheter rörande kriget. Och slutligen ... Gustaf Engzells	Stockholm	1788	NA	NA	1	4	
99898	kungliga	Mannerskants, Nils	Aftryck af et från Finland 	Aftryck af et från Finland ankommit bref, af den 14:de september 1788, angående åtskillige stämplingar, samt hwad som händt wid Fredrikshamns belägring. =Anon=. Stockholm, tryckt hos Joh. Christ. Holmberg, 1788	Stockholm	1788	NA	NA	1	5	
2769	fennica	Rose´n Von Rosenstein, Nicolaus	Underrättelse om barns sjukdomar och 	Underrättelse om barns sjukdomar och deras bote-medel upsatt af Nils Rose´n von Rosenstein, kongl. archiater och ridd: af Nordst: orden	Stockholm	1771	NA	NA	1	1	potentially remove
118457	kungliga	Rosén Von Rosenstein, Nils	Underrättelse om barns sjukdomar och 	Underrättelse om barns sjukdomar och deras bote-medel upsatt af Nils Rosén von Rosenstein ... Tredje uplagan, något tillökt och förbättrad	Stockholm	1771	NA	NA	1	2	
2773	fennica	Enelund, Michael	Försök til en systematisk indelning, 	Försök til en systematisk indelning, på fruntimmers svagheter, af Malachia Luraeo	Turku	1781	NA	NA	1	1	
115287	kungliga	Enelund, Michael	Försök til en systematisk indelning, 	Försök til en systematisk indelning, på fruntimmers svagheter, af Malachia Luræo. Åbo, tryckt hos kgl. acad. boktr. J.C. Frenckells enka, för auctorens räkning, 1781	Turku	1781	NA	NA	1	2	potentially remove
2774	fennica	Kraftman, Johannes	Tal om läsnings-werket, hållne wid 	Tal om läsnings-werket, hållne wid examina anniversaria, i Björneborgs trivial-schola af Johan Kraftman rect. scholae	Stockholm	1751	NA	NA	1	1	potentially remove
109276	kungliga	Kraftman, Johan	Tal om läsnings-werket, hållne wid 	Tal om läsnings-werket, hållne wid examina anniversaria, i Björneborgs trivial-schola af Johan Kraftman ... Stockholm, trykt hos Lars Salvius 1751	Stockholm	1751	NA	NA	1	2	
2778	fennica	Tengström, Jacob	Läse-öfning för mina barn. Ny 	Läse-öfning för mina barn. Ny upplaga	Turku	1798	NA	NA	1	1	
131091	kungliga	Tengström, Jacob	Läse-öfning för mina barn. Ny 	Läse-öfning för mina barn. Ny uplaga. =Anon.= Åbo, 1798. Tryckt i Frenckellska boktryckeriet	Turku	1798	NA	NA	1	2	potentially remove
2793	fennica	Wegelius, Johan	Yxi tarpellinen coetus ja tutkistelemus 	Yxi tarpellinen coetus ja tutkistelemus rippi-wäen canssa	Stockholm	1765	NA	NA	1	1	potentially remove
129161	kungliga	Wegelius, Johan	Yxi tarpellinen coetus ja tutkistelemus 	Yxi tarpellinen coetus ja tutkistelemus rippi-wäen cansza, jongun awaramman selityxen cansza, nijden meidän catechismuxesam edestulewaisten kysymysten ja wastausten päälle, sille yxikertaiselle cansalle tarpellisexi ja hyödyllisexi walmistuxexi	Stockholm	1765	NA	NA	1	2	
2794	fennica	Wegelius, Johan	Yxi tarpellinen coetus ja tutkistelemus 	Yxi tarpellinen coetus ja tutkistelemus rippi-wäen canssa	Stockholm	1777	NA	NA	1	1	potentially remove
129162	kungliga	Wegelius, Johan	Yxi tarpellinen coetus ja tutkistelemus 	Yxi tarpellinen coetus ja tutkistelemus rippi-wäen cansza, jongun awaramman selityxen cansza, nijden meidän catechismuxesam edestulewaisten kysymysten ja wastausten päälle, sille yxikertaiselle cansalle tarpellisexi ja hyödyllisexi walmistuxexi	Stockholm	1777	NA	NA	1	2	
2802	fennica	Gezelius, Johannes	Ett rätt barna klenodium, thet 	Ett rätt barna klenodium, thet är: I. A.B.C. boken. II. Catechismus. III. Spörsmålen. IV. Skriftenes språk. V. The sju konung Davids bot-psalmer. VI. Athanasii symbolum	Stockholm	1768	NA	NA	1	1	potentially remove
113222	kungliga	NA	Ett rätt barna klenodium, thet 	Ett rätt barna klenodium, thet är: I. A.B.C. boken. II. Catechismus. III. Spörsmålen. IV. Skriftenes språk. V. The sju konung Davids bot-psalmer. VI. Athanasii symbolum. Cum gratia & privileg. s.r. maj:tis. Stockholm, tryckt uti kongl	Stockholm	1768	NA	NA	1	2	
2834	fennica	Backmann, Lars Henrik	Yxikertaiset kysymyxet, catechismuxen tutkistelemuxeen tarpelliset, 	Yxikertaiset kysymyxet, catechismuxen tutkistelemuxeen tarpelliset, jaloimista catechismuxen selittäistä uloswedetyt, ja mahdollisimmasa lyhykäisydes nuorille ja yxikertaisille ylösrakennuxexi käsitetyt, ynnä P. Athanasiuxen tunnustuxen, ja synnin tunnustuxen cansa. A L. H. Backmann, p. & p. Sotcam	Stockholm	1754	NA	NA	1	1	potentially remove
129921	kungliga	Backmann, Lars Henrik	Yxikertaiset kysymyxet, catechismuxen tutkistelemuxeen tarpelliset, 	Yxikertaiset kysymyxet, catechismuxen tutkistelemuxeen tarpelliset, jaloimista catechismuxen selittäistä uloswedetyt, ja mahdollisimmasa lyhykäisydes nuorille ja yxikertaisille ylösrakennuxexi käsitetyt, ynnä p. Athanasiuxen tunnustuxen	Stockholm	1754	NA	NA	1	2	
2836	fennica	Backmann, Lars Henrik	Yxikertaiset kysymyxet catechismuxen tutkistelemuxeen tarpelliset, 	Yxikertaiset kysymyxet catechismuxen tutkistelemuxeen tarpelliset, jaloimista catechismuxen selittäistä uloswedetyt, ja mahdollisim[m]asa lyhykäisydes nuorille ja yxinkertaisille ylösraken[n]uxexi käsitetyt, ynnä Pyh. Athanasiuxen tunnustuxen, ja synnin tunnustuxen cansa. Ennen tätä ulosannettu provastilda ja kirckoherralda L. H. Backmann. Sotcamosa	Stockholm	1758	NA	NA	1	1	potentially remove
129922	kungliga	Backmann, Lars Henrik	Yxikertaiset kysymyxet catechismuxen tutkistelemuxeen tarpelliset, 	Yxikertaiset kysymyxet catechismuxen tutkistelemuxeen tarpelliset, jaloimista catechismuxen selittäistä uloswedetyt, ja mahdollisimasa lyhykäisydes nuorille ja yxinkertaisille ylösrakenuxexi käsitetyt, ynnä pyh. Athanasiuxen tunnustuxen	Stockholm	1758	NA	NA	1	2	
2925	fennica	Avellan, Gustaf	Tankar om nyttan och nödwändigheten 	Tankar om nyttan och nödwändigheten deraf, at ärke-biskop Svebelii Cateches, såsom en allmän lärobok för ungdomen wid wåra församlingar bibehållen warder, m.m. som rör jubel-fest handlingarne af Gustaf Avellan, philos. mag. och kyrkoherde wid Kumå församling i Åbo stift	Turku	1797	NA	NA	1	1	
129908	kungliga	Avellan, Gustaf	Tankar om nyttan och nödwändigheten 	Tankar om nyttan och nödwändigheten deraf, at ärke-biskop Svebelii cateches, såsom en allmän lärobok för ungdomen wid wåra församlingar bibehållen warder, m.m. som rör jubel-fest handlingarne af Gustaf Avellan ... Åbo, tryckte i Frenckellska	Turku	1797	NA	NA	1	2	potentially remove
2926	fennica	Avellan, Gustaf	Swar på de i Journalen 	Swar på de i Journalen för Swensk Litteratur, och i Wexiö Tidning gjorde anmärkningar öfwer mina tankar om ärke-biskop Svebilii Cateches, m.m	Turku	1799	NA	NA	1	1	
138183	kungliga	Avellan, Gustaf	Swar på de i Journalen 	Swar på de i Journalen för swensk litteratur, och i Wexiö tidning gjorde anmärkningar öfwer mina tankar om ärke-biskop Svebilii cateches, m.m. =(Rubr.)=/(Gustaf Avellan.) [Åbo, J.C. Frenckell, 1799.	Turku	1799	NA	NA	1	2	potentially remove
2956	fennica	Poe¨tevin, Francois Louis	Försök til et nytt sätt, 	Försök til et nytt sätt, at lära ungdomen skrifwa latin	Stockholm	1797	NA	NA	1	1	potentially remove
123806	kungliga	Poëtevin, François Louis	Försök til et nytt sätt, 	Försök til et nytt sätt, at lära ungdomen skrifwa latin. Författadt på fransyska, af F. Louis Poëtevin; samt öfwersatt och med nödiga ändringar försedt af Johan Nilsson Snellman ... Stockholm, tryckt hos Johan A. Carlbohm, 1797	Stockholm	1797	NA	NA	1	2	
2962	fennica	Idman, Nicolaus Nicolai	Recherches sur l'ancien peuple finois 	Recherches sur l'ancien peuple finois d'apre`s les rapports de la langue finoise avec la langue grecque par Mr. le pasteur Nils Idman. Ouvrage traduit du sue´dois par Mr. Genet, le fils, secretaire interpre´te de Monsieur, membre des Socie´te´s litte´raires Utile dulci de Stockholm & Apollini sacra d'Upsal	Strasbourg	1778	NA	NA	1	1	potentially remove
136907	kungliga	Idman, Nils	Recherches sur l'ancien peuple finois 	Recherches sur l'ancien peuple finois d'après les rapports de la langue finoise avec la langue grecque par mr. le pasteur Nils Idman. Ouvrage traduit du suédois par mr. Genet, le fils ... A Strasbourg chez Bauer & Treuttel 1778. Avec	Strasbourg	1778	NA	NA	1	2	
2971	fennica	Juslenius, Daniel	Suomalaisen sana-lugun coetus. Jumalan awulla, 	Suomalaisen sana-lugun coetus. Jumalan awulla, suurella työllä, pitkällä ajalla, monen neuwolla, suomen kielen cunniaxi, coottu Daniel Jusleniuxelda. Fennici lexici tentamen, Dei auxilio, prolixo labore, longo tempore, multorum consiliis, lingvae Fennicae honori congestum a D. J. Finsk orda-boks försök, med Guds hielp, genom widlyftigt arbete, på lång tid, med mångas råd, till finska språkets heder sammansökt af D. J	Stockholm	1745	NA	NA	1	1	potentially remove
123275	kungliga	Juslenius, Daniel	Suomalaisen sana-lugun coetus. Jumalan awulla, 	Suomalaisen sana-lugun coetus. Jumalan awulla, suurella työllä, pitkällä ajalla, monen neuwolla, suomen kielen cunniaxi, coottu Daniel Jusleniuxelda. Fennici lexici tentamen, Dei auxilio, prolixo labore, longo tempore, multorum consiliis	Stockholm	1745	NA	NA	1	2	
2975	fennica	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket	Stockholm	1772	NA	NA	1	1	potentially remove
122555	kungliga	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket, hwarigenom en, som språket intet lärt, inhämtar uti handel, resor, uti godt folks samqwäm, frågor och swar, tydelig hjelp. Yxi hyödyllinen ja selkiä johdatus ruotzin ja	Stockholm	1772	NA	NA	1	2	
2976	fennica	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket	Stockholm	1782	NA	NA	1	1	potentially remove
122556	kungliga	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket; hwarigenom en, som språket intet lärt, inhämtar uti handel, resor, uti godt folks samqwäm, frågor och swar, tydelig hjelp. Yxi hyödyllinen ja selkiä johdatus ruotzin ja	Stockholm	1782	NA	NA	1	2	
2979	fennica	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket	Stockholm	1799	NA	NA	1	1	potentially remove
122559	kungliga	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket; hwarigenom en, som språket intet lärt, inhämtar uti handel, resor, uti godt folks samqwäm, frågor och swar, tydelig hjelp. Yxi hyödyllinen ja selkiä johdatus ruotzin ja	Stockholm	1799	NA	NA	1	2	
2981	fennica	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket	Vaasa	1784	NA	NA	1	1	
122557	kungliga	NA	En nyttig och tydelig anwisning 	En nyttig och tydelig anwisning til swenska och finska språket, hwarigenom en, som språket intet lärdt, inhämtar uti handel, resor, uti godt folks samqwäm, frågor och swar tydelig hjelp. Yxi hyödyllinen ja selkiä johdatus ruotsin ja	Vaasa	1784	NA	NA	1	2	potentially remove
