publication_year	author	title	publisher
1792	NA	Lettre d'un voyageur à son ami! Conténant ùne relation de l'assassinat commis sur la personne du roi de Svede, la nuit du seiziéme au dix septieme mars 1792. De la mort du roi le vingt neuviéme du même mois. Une esquisse du caractére du meurtrier & des aùtres personnes qui ont eu part à ce malheureux evenement. L'arrét du parlament & plusieurs aùtres anecdotes rélatives	NA
1818	Hedrén, Johan Jacob (1775-1861)	Berättelse om högstsalig hans maj:t konung Carl den XIII:s sista nattwardsgång och lefnads-slut. På nådigste befallning uppsatt och undertecknadt af Joh. Jak. Hedrén ... Linköping, 1818; Petre och Abrahamsson	NA
1811	Isberg, Eric (1768-1828)	Wälment project till sede- och ordnings- domstohlars inrättning i Swerige, författadt af Eric Isberg. Linköping, 1811. Groth och Petre	NA
1807	Schenmark, Johan (1753-1837)	Kyrko-lagfarenhet utur Linköpings dom-capitels circulairer och ämbetsbref samt stifts tidningar, från de förras tryckning 1729 och tidningarnes inrättning 1782, til den 1 maj 1806. Utdragen af Johan Schenmark ... Linköping, Groth och	NA
1826	Schenmark, Johan (1753-1837)	Kyrko-lagfarenhet utur Linköpings dom- capitels circulairer och ämbetsbref samt stifts-tidningar, från de förras tryckning 1729 och tidningarnes inrättning 1782, til den 1 maj 1806. Utdragen af Johan Schenmark ... Andra upplagan. Linköping	NA
1825	Schenmark, Johan (1753-1837)	Fortsatt Kyrko-lagfarenhet, utur Linköpings dom-capitels ämbets-bref, samt stifts-tidningarne från den 1 maji 1806, till slutet af 1824 utdragen. =Anon.= Linköping, 1825; Axel Petre. På eget förlag	NA
1822	Platen, Baltzar Von (1766-1829)	Försök till utredning af följderna utaf den arbets-methode vid Götha canal blifvit brukad samt dervid använd kostnad jemte en blick på denna canals blifvande nytta. Af Balzar von Platen. Linköping 1822 Petre och Abrahamsson	NA
1822	NA	Arbets-plan vid Götha canal för år 1822. =(Rubr.)= (Linköping, tryckt hos Petre och Abrahamsson, 1822.) 1:o [02] s	NA
1822	NA	Underdånig berättelse om arbetets fortgång vid Götha canal för år 1821. =(Rubr.)= (Linköping, tryckt hos Petre och Abrahamsson, 1822.	NA
1815	Pereswetoff Morath, Anders Wilhelm (1748-1817)	Förslag till medel att påskynda Götha canals fullbordande, af W. Pereswetoff Morath. Linköping, 1815, Petre och Abrahamsson	NA
1804	Wrede, Fabian (1760-1824)	Om fält-tjänsten. =Anon.= Linköping, Groth. och Petre. 1804	NA
1789	NA	En tänkwärdig berättelse, om fem stallbröder, som under sina resor, på kort tid, förwärfwade sig mycken ära och stort anseende. Tryckt i Linköping och desz boktryckerie 1789. [Schonberg och Björckegrens änka.	NA
1729	NA	Synopsis computi ecclesiastici post diem intercalarem exeunte seculo superiore kalendario ejectum, et anno MDCCXII. restitutum. Lincopiæ, excudebat Petr. Pilecan. 1729	NA
1808	Ferri, Giovanni Di S Constant (1755-1830)	London och engelska nationen. En statistisk och moralisk beskrifning af I. L. Ferri de s:t Constant. Fri öfversättning i sammandrag från tyskan af Is. Biberg. Linköping, Groth och Petre. =1-4. 1808=	NA
1825	NA	Stambok till en hospitals-inrättning för Waldensiska församlingarna i Piemont. =(Omsl.)= (Linköping, tryckt hos Axel Petre 1825. =(Omsl.)=	NA
1740	Rhyzelius, Andreas Olavi (1677-1761)	Andreæ Ol. Rhyzelii ... Monasteriologia sviogothica, eller Kloster-beskrifning, vti hwilken vpräknas /med berettelse om hwad om them kunnat igenfinnas och vpspanas/ alla the kloster och helg-andshus, som, vnder påfwedömet	NA
1708	Spegel, Haquin (1645-1714)	=Then swenska kyrkio historian.=/(Hq. Sp.) =Linköping. 1-2. 1708, 1707.=	NA
1707	Spegel, Haquin (1645-1714)	=Then swenska kyrkio historian.=/(Hq. Sp.) =Linköping. 1-2. 1708, 1707.=	NA
1776	Homeros,  (700-NA)	Gnomai Omerikai. Lincopiæ, typis Biörckegrenianis, 1776	NA
1707	Cicero, Marcus Tullius	M. Tullii Ciceronis Paradoxa, cum paucis Aldi Manuccii et aliorum annotationibus, in usum gymnasii Lincopensis. Impressa anno 1707. Lincopiæ, typis Ephr. Kempii	NA
1708	Cicero, Marcus Tullius	Somnium Scipionis, cum Aldi Manuccii, Ludovici Vivis et aliorum annotationibus, in usum gymnasii Lincopensis impressum anno 1708. Lincopiæ, typis Ephr. Kempe	NA
1817	Curtius Rufus, Quintus	Q. Curtius Rufus De rebus gestis Alexandri magni, regis Macedonum. Cum supplementis I. Freinshemii. Lincopiae, typis Petre et Abrahamsson. Anno MDCCCXVII	NA
1809	Ovidius Naso, Publius	Publii Ovidii Nasonis Metamorphoseon libri XV. Ad exemplar editionis Amstel. 1683 studio B. Cnippingii. Lincopiæ, typis Groth & Petre, 1809	NA
1819	Ovidius Naso, Publius	Publii Ovidii Nasonis Metamorphoseon libri XV. Ad exemplar editionis Amstel. 1683 studio B. Cnippingii. Lincopiæ, typis Petre & Abrahamsson, 1819	NA
1731	Quintilianus, 	M. Fab. Qvinctiliani, ut videtur, Dialogus de oratoribus, sive De caussis corruptae eloquentiae. Diligenter emendatus. Lincopiae, typis Petri Pilecani, anno MDCCXXXI	NA
1809	Vergilius Maro, Publius	Publii Virgilii Maronis Opera. Ex recensione Chr. Gottl. Heyne. Editio correctior. Lincopiæ, typis P.H. Groth & A. Petre, 1809	NA
1817	NA	Leseübungen in der deutschen Sprache. Linköping, 1817. Petre u. Abrahamsson	NA
1824	NA	Leseübungen in der deutschen Sprache. Zweite, vermehrte und mit einem Wörterbuche versehene Auflage. Linköping, 1824 Axel Petre; auf eigenem Verlage	NA
1819	Lönnström, Carl Jacob	Förespråk öfver nordiska mythologien, samt om skapelsen och asarnes första idrotter. Af C.J. Lönnström. Linköping, 1819; Petre och Abrahamsson	NA
1822	Lidman, Sven Fredrik (1784-1845)	Parentalia viro in sacram regiam majestatem fidei maximae ecclesiae sviogothicae archiepiscopo ... Jacobo Ax. Lindblom coram synodo cleri ostrogothici dicta Lincopiae die XIII sept. MDCCCXX a Sv. Lidman ... Lincopiae excudebant Petre	NA
1787	NA	En märkwärdig historia om Sanct Sigfrid, som war den förste christne lärare och biskop uti Småland. Hwarjemte följer ock en annan sanfärdig berättelse om en man på Samarie-berg, eller andeliga hus-tankar. Tryckt i Linköping och desz	NA
1819	Homeros,  (700-NA)	Homäros' Odysseia. Öfversatt af Marc. Wallenberg. Linköping, tryckt hos Petre och Abrahamsson. =1-2. 1819-21.=	NA
1821	Homeros,  (700-NA)	Homäros' Odysseia. Öfversatt af Marc. Wallenberg. Linköping, tryckt hos Petre och Abrahamsson. =1-2. 1819-21.=	NA
1807	Marmontel, Jean Franc̦ois (1723-1799)	Jean François Marmontels lefverne, /Frankrikes historiograf; ständig sekreterare vid franska akademin/ antecknadt till dess barns upplysning. På moderspråket tryckt efter författarens egen handskrift och försvenskadt af P.A. Stenkula	NA
1808	Marmontel, Jean Franc̦ois (1723-1799)	Jean François Marmontels lefverne, /Frankrikes historiograf; ständig sekreterare vid franska akademin/ antecknadt till dess barns upplysning. På moderspråket tryckt efter författarens egen handskrift och försvenskadt af P.A. Stenkula	NA
1799	Wagener, Samuel Christoph (1762-1845)	Spökelsehistorier ur sanningens rike samlade af Sam. Chr. Wagener. Från tyskan öfversatt. Af I:L...t...m. =(Pl.titelbl.) Linköping. 1-2. 1799.=	NA
1797	Cronander, Samuel (1719-1801)	Quadratura circuli ex primis, quæ geometria excoluit, rationis principiis deducta. Auctore, Samuele Cronandro ... Lincopiæ, impensis auctoris et literis D.G. Björn, gymn. Lincopensis typographi. MDCCXCVII	NA
1819	NA	Reglor för finger-räkningen. Förklarade med exempel. Linköping, 1819; Petre och Abrahamsson	NA
1818	NA	Förklaring på de förnämsta drömmar sådan som den af philosopherne blifwit uppgifwen, samt hwilka af det så kallade genuesiska, eller kongl. nummer-lotteriets numror säkrast swara emot hwarje dröm. Fri öfwersättning från fransyskan af	NA
1824	NA	Förklaring på de förnämsta drömmar sådan som den af philosopherne blifwit uppgifwen, samt hwilka af det så kallade genuesiska, eller kongl. nummer-lotteriets numror säkrast swara emot hwarje dröm. Fri öfwersättning från fransyskan af	NA
1788	Bellman, Carl Michael (1740-1795)	Kämpe-wisa öfwer segren wid Hogland den 17 julii 1788. Af Carl Michael Bellman. Efter tryckt exemplar från Stockholm. Omtryckt i Linköpings boktryckerie 1788. [F. Schonberg och Biörckegrens änka.	NA
1828	Westerlind, Per Olof (1782-1861)	Några olägenheter, som inträffa wid antagandet af den föreslagna förändringen med rikets mått, mål och wigt, antecknade af ..l.d Linköping 1828; Axel Petre	NA
1802	Schenmark, Johan (1753-1837)	Linköpings stifts matrikel, 1801. / (Johan Schenmark) Linköping, tryckt i kongl. gymn. boktryckeriet. [1802	NA
1796	Wadström, Johan Adolph (1748-1809)	Korta underrättelser för allmoge och tjenstefolk, om orsakerne til veneriska smittans kringspridande, faran af desz döljande samt sjukdomens allmännaste känneteken utgifne af J.A. Wadström ... Linköping, D.G. Björn, 1796	NA
1797	Wadström, Johan Adolph (1748-1809)	Underrättelser om veneriska sjukdomens botande til allmogens nytta utgifne af J.A. Wadström ... Linköping, D.G. Björn, 1797	Björn
1806	NA	Grundelig och säker underrättelse huru männer, som lida af oförmögenhet och aflelse-delarnes slapphet, åter kunna fullkomligt botas; jemte en anwisning till kärleksnöjets tillbörliga njutning i ägtenskapet. Öfwersättning från tyskan	NA
1788	NA	En liten dock nyttig örte-bok, hwar utinnan mästadelen af wåre inhemske trä och gräs til sine dygder emot åtskillige sjukdomar warda beskrefne. Efter mångens åstundan och trägna begäran å nyo uplagde. Linköping, tryckt hos Fredrich Schonberg	NA
1824	NA	Örtebok eller Anwisning till naturliga botemedel för de wanligaste sjukdomar. Linköping, 1824; Axel Petre	NA
1827	Viborg, Erik (1759-1822)	Anwisning att känna, förekomma och bota häst-sjukdomen quarka. Utdrag af professoren ... E. Wiborgs afhandling. Öfwersatt och utgifwen till nytta för landtmän af Leonard Bersselius ... Linköping, 1827; Axel Petre	NA
1806	Gresset, Jean Baptiste Louis (1709-1777)	Tal öfver harmonien, af Gresset. Öfversättning, med historiska och mythologiska underrättelser, af D.G. Björn. Linköping, Groth och Petre, 1806	NA
1807	Schütz, Friedrich Wilhelm Von (1758-1819)	En faders samtal med sina barn. Innehållande de första begreppen af naturläran. En läro-bok för ungdom. Af E.W. von Schutz. Öfversättning från andra förbättrade tyska upplagan. Med tillägg af J. Biberg. Linköping, Groth och Petre, 1807	NA
1725	Schweitzer, Johann Heinrich (1644-1705)	Joan. Henr. Sviceri, Tigurini professoris, Erotematicum physicæ aristotelico-cartesianæ compendium, in usum sviogothicæ juventutis, denuò editum, sumtibus Andr. Ol. Rhyzelii ... Lincopiæ, excudit Petr. Pilecan. Anno MDCCXXV	NA
1795	NA	Matrikel öfver embets- och tjenstemän samt ledamöter af serkildte inrättningar och societeter, uti Norrköpings stad, uprättad vid 1795 års slut	Björn
1797	Wadström, Johan Adolph (1748-1809)	Anwisning at känna och bota de så kallade granlåts-sjukdomar hos båda könen. Gifwen af J.A. Wadström ... Linköping, D.G. Björn, 1797	NA
1717	Ludwig, Daniel (1625-1680)	Doct. Daniel Ludvigs ... Korta afhandling om fält-siukor, öfwersatt på swenska och efter föregången kongl. collegij medici censur, med kongl. maij:ts allernådigste privilegio. Tryckt i Linkiöping af Peter Pilecan åhr 1717	NA
1775	Samuelsson, Sven (1700-1761)	Den förträffeliga och tilförlåteliga häste-boken, af den namnkunnoge rusthållaren Sven Samuelsson i Hadelö upgifwen; innehållande säkra underrättelser om alla häste-kreaturen tilstötande sjukdomar samt ofelbara præservativer och botemedel deremot, samt tecken til rätta sjukdomen. Jemte några recepter mot smittosamma boskaps sjukdomar; af honom sjelf med egen hand anteknade under desz mångåriga försök och förträffeliga curer. Samt nu på många respective stånds-personers och fleres åstundan til allmänhetens tjenst och nytta til trycket befordrad. Linköping, tryckt hos Biörckegrens enka, år 1775	NA
1787	Samuelsson, Sven (1700-1761)	Den förträffeliga och tilförlåteliga htte-boken, af den namnkunnoge rusthållaren Sven Samuelsson i Hadelö upgifwen; innehållande säkra underrättelser om alla häste-kreaturen tilstötande sjukdomar samt ofelbara præservativer och botemedel	NA
1794	Samuelsson, Sven (1700-1761)	Den förträffeliga och tilförlåteliga häste-boken, af den namnkunnoge rusthållaren Swen Samuelsson i Hadelö upgifwen; innehållande säkra underrättelser om alla häste-kreaturen tilstötande sjukdomar samt ofelbara präserwatiwer och botemedel	NA
1799	Samuelsson, Sven (1700-1761)	Den förträffeliga och tilförlåteliga häste-boken, af den namnkunnige rusthållaren Sven Samuelsson i Hadelö upgifwen; innehållande säkra underrättelser om alla häste-kreaturen tilstötande sjukdomar samt ofelbara präserwatiwer och botemedel	NA
1815	Samuelsson, Sven (1700-1761)	Den förträffeliga och tillförlåteliga häste-boken, af den namnkunnige rusthållaren Sven Samuelsson i Hadelö uppgifwen: innehållande säkra underrättelser om alla häste-kreaturen tillstötande sjukdomar samt ofelbara präserwatiwer och botemedel	NA
1822	Samuelsson, Sven (1700-1761)	Den förträffeliga och tillförlåteliga häste-boken, af den namnkunnige rusthållaren Sven Samuelsson i Hadelö uppgifwen: innehållande säkra underrättelser om alla häste-kreaturen tillstötande sjukdomar samt ofelbara preservativer och botemedel	NA
1802	Mecklin, Johan Adolph (1761-1803)	För begynnare i tonkonsten: med tabell, innehållande skalorne, för klavér, violin, altviol och violoncelle, jemte några öfningsexempel för violin./(J.A. Mecklin.) Linköping, P.H. Groth. 1802	NA
1819	Mecklin, Johan Adolph (1761-1803)	För begynnare i tonkonsten: med tabell, innehållande skalorne, för klavér, violin, altviol och violoncelle; jemte några öfningsexempel för violin. Andra uplagan. Med åtföljande: kort orgvergs-beskrifning af H.P. Johnsen ... och utdrag	NA
1758	Törner, Johan Johansson (1712-1790)	Utkast til fœrelæsningarna oefver naturkunnigheten, hållne i Linkœpings gymnasio	NA
1806	Iser, Carl (1785-1809)	Svensk entomologi, utgifven af Carl Iser. Linköping, Groth och Petre. =1-3. 1806=	NA
1825	Stenhammar, Christian (1783-1866)	Schedulae criticae de lichenibus exsiccatis Sueciae. Fasciculos V. et VI. curavit Christianus Stenhammar ... Lincopiae, excudebat A. Petre MDCCCXXV	NA
1806	Voigt, Johann Gottfried	Utkast till en ny teori om färgadt ljus, färgor och deras blandning. Af Joh. Gotfr. Voigt. Öfversättning från tyskan af A.D. Litzell. Linköping, tryckt hos Groth och Petre 1806	NA
1798	Acharius, Erik (1757-1819)	Lichenographiae svecicae prodromus. Auctor Erik Acharius ... Lincopiae, D.G. Björn, 1798. =(Pl.titelbl.)=	Björn
1780	Wulfschmidt, Jacob Pontus Von (1730-1789)	=Bondestolpe. Anon.= [Linköping 1780.	NA
1806	Ek, Jacob (1774-1827)	Minnestal öfver öfverkammarherren ... Carl G. Piper, hållet, inför östgöta stifts församlade presterskap första prestmötsdagen den 7 oktober 1805, af Jacob Ek ... Linköping Groth och Petre, 1806	NA
1780	Harlingson, Samuel Gustaf (1740-1810)	Jag Bucephalus hälsar dig swensk östgjöthe med hot och förskräckelse. =(Rubr.)= [Linköping, Björckegrens änka, 1780.	NA
1748	Wennerdahl, Wilhelm Anders (1709-1753)	Lexicon mythico-historicum, eller Kort och tydelig beskrifning, öfwer afgudar, gudinnor, nympher, högtider, offer, cæremonier, bilder, namnkunnoga konungar, berömda höfdingar, lärda män, länder, städer, berg, haf, siöar, floder, och	NA
1812	Lautier, Jean Baptiste (1754-1843)	J.B. Lautiers Bevillnings-förslag. Linköping, Groth och Petre, 1812	NA
1819	Lönnström, Carl Jacob	Ett lätt beskattnings-sätt. Af C.J. Lönnström. Linköping, 1819; Petre och Abrahamsson	NA
1730	Verelius, Olof (1618-1682)	Vereliana h.e. celeberrimi quondam viri Olavi Verelii varia opuscula antehac maximam partem publicæ luci subtracta, quorum catalogum ad calcem libri videre licet; jam vero in gratiam eorum, qui justum pretium tanti viri lucubrationibus stauere sciunt, typis exposita, cura, studio & impensis Petri Schenberg .	NA
1822	NA	Judendomen, framställd utur de rabbinske skrifterna, såsom en fiende till christendomen och den rena sedligheten. Öfwersättning. Linköping, 1822; Petre och Abrahamsson	NA
1828	Gardane, Paul Ange Louis De (1765-1822)	Dagbok hållen under en resa genom asiatiska Turkiet till Persien, och vidare tillbaka till Frankrike åren 1807 och 1808 af Ange de Gardane ... Öfversättning. Linköping, 1828. Axel Petre	NA
1764	Holberg, Ludvig (1684-1754)	Sedolärande fabler, med bifogade förklaringar, af baron Ludvig von Holberg. Tryckte hos afl. Biörckegrens enka. [Linköping 1764.	NA
1795	Jünger, Johann Friedrich (1759-1797)	Ägtenskaps-målningar, af J.F. Jünger. Öfversättning af S.D. Lundmark. =1-2. 1795-98.=	NA
1799	Lafontaine, August Heinrich Julius (1758-1831)	Naturmänniskan. Af August Lafontaine. Öfversättning. Linköping, D.G. Björn. =1-4. 1799-1800.=	NA
1800	Lafontaine, August Heinrich Julius (1758-1831)	Naturmänniskan. Af August Lafontaine. Öfversättning. Linköping, D.G. Björn. =1-4. 1799-1800.=	NA
1799	Lemaire, Henri	Den franske Gilblas, eller Hinric Lançons besynnerliga lefnadshändelser. Fri öfversättning. Första delen. =Anon=. Linköping, D.G. Björn. 1799	NA
1799	Marmontel, Jean Franc̦ois (1723-1799)	Belisar, af herr Marmontel. Öfversätning. Linköping, tredje gången uplagd i kongl. gymn. tryckeriet, 1799	NA
1799	Mouhy, Charles De Fieux (1701-1784)	Bigands besynnerliga öden, af honom sjelf antecknade. Öfversättning. =Anon=. Linköping, D.G. Björn, 1799	NA
1798	Perrin, Pierre	Wertherie. Öfversättning./(Perrin.) Linköping, D.G. Björn. =1-2. 1798=	NA
